#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAM22	CACNG2	9606.ENSP00000265727	9606.ENSP00000300105	0	0	0	0	0.081	0	0.500	0.874	0.937
ADAM22	DLG4	9606.ENSP00000265727	9606.ENSP00000497806	0	0	0	0	0.106	0.331	0.800	0.981	0.997
CACNG2	NLGN1	9606.ENSP00000300105	9606.ENSP00000392500	0	0	0	0	0.062	0	0	0.400	0.413
CACNG2	GRIK2	9606.ENSP00000300105	9606.ENSP00000397026	0	0	0	0	0.088	0	0.540	0.446	0.747
CACNG2	DLGAP1	9606.ENSP00000300105	9606.ENSP00000316377	0	0	0	0	0.117	0	0	0.730	0.751
CACNG2	GRIN2A	9606.ENSP00000300105	9606.ENSP00000332549	0	0	0	0	0.109	0	0.720	0.559	0.880
CACNG2	GRIN2B	9606.ENSP00000300105	9606.ENSP00000477455	0	0	0	0	0.158	0	0.720	0.585	0.893
CACNG2	GRIN1	9606.ENSP00000300105	9606.ENSP00000360608	0	0	0	0	0.195	0.287	0.720	0.419	0.894
CACNG2	DLG4	9606.ENSP00000300105	9606.ENSP00000497806	0	0	0	0	0.062	0.514	0.540	0.998	0.999
DLG4	NLGN2	9606.ENSP00000497806	9606.ENSP00000305288	0	0	0	0	0.188	0.287	0.500	0.995	0.998
DLG4	DLGAP1	9606.ENSP00000497806	9606.ENSP00000316377	0	0	0	0	0.092	0.984	0.500	0.998	0.999
DLG4	GRIN2A	9606.ENSP00000497806	9606.ENSP00000332549	0	0	0	0	0.083	0.908	0.900	0.998	0.999
DLG4	ERBB4	9606.ENSP00000497806	9606.ENSP00000342235	0	0	0	0	0.062	0.785	0.800	0.977	0.998
DLG4	GRIN1	9606.ENSP00000497806	9606.ENSP00000360608	0	0	0	0	0.197	0.808	0.900	0.937	0.998
DLG4	NLGN1	9606.ENSP00000497806	9606.ENSP00000392500	0	0	0	0	0.068	0.650	0.500	0.996	0.999
DLG4	GRIK2	9606.ENSP00000497806	9606.ENSP00000397026	0	0	0	0	0.079	0.743	0.540	0.991	0.998
DLG4	GRIN2B	9606.ENSP00000497806	9606.ENSP00000477455	0	0	0	0	0.067	0.918	0.900	0.999	0.999
DLGAP1	NLGN2	9606.ENSP00000316377	9606.ENSP00000305288	0	0	0	0	0.093	0	0.500	0.685	0.844
DLGAP1	GRIK2	9606.ENSP00000316377	9606.ENSP00000397026	0	0	0	0	0.106	0	0	0.450	0.487
DLGAP1	GRIN1	9606.ENSP00000316377	9606.ENSP00000360608	0	0	0	0	0.204	0.180	0	0.395	0.570
DLGAP1	GRIN2A	9606.ENSP00000316377	9606.ENSP00000332549	0	0	0	0	0.168	0.339	0	0.809	0.885
DLGAP1	GRIN2B	9606.ENSP00000316377	9606.ENSP00000477455	0	0	0	0	0.178	0.146	0	0.869	0.900
DLGAP1	NLGN1	9606.ENSP00000316377	9606.ENSP00000392500	0	0	0	0	0.147	0	0.500	0.842	0.927
ERBB4	GRIN2A	9606.ENSP00000342235	9606.ENSP00000332549	0	0	0	0	0.098	0	0.400	0.606	0.768
ERBB4	GRIN1	9606.ENSP00000342235	9606.ENSP00000360608	0	0	0	0	0.131	0.292	0.400	0.218	0.672
ERBB4	GRIN2B	9606.ENSP00000342235	9606.ENSP00000477455	0	0	0	0	0.099	0	0.400	0.581	0.753
GRIK2	GRIN2A	9606.ENSP00000397026	9606.ENSP00000332549	0	0	0	0.607	0.114	0.093	0.540	0.328	0.718
GRIK2	GRIN1	9606.ENSP00000397026	9606.ENSP00000360608	0	0	0	0.657	0.119	0.091	0.540	0.450	0.770
GRIK2	NLGN1	9606.ENSP00000397026	9606.ENSP00000392500	0	0	0	0	0.125	0	0	0.592	0.628
GRIK2	GRIN2B	9606.ENSP00000397026	9606.ENSP00000477455	0	0	0	0.609	0.111	0.093	0.540	0.556	0.813
GRIN1	NLGN2	9606.ENSP00000360608	9606.ENSP00000305288	0	0	0	0	0.160	0	0	0.394	0.469
GRIN1	GRIN2A	9606.ENSP00000360608	9606.ENSP00000332549	0	0	0	0.681	0.199	0.996	0.900	0.989	0.999
GRIN1	NLGN1	9606.ENSP00000360608	9606.ENSP00000392500	0	0	0	0	0.116	0	0	0.578	0.611
GRIN1	GRIN2B	9606.ENSP00000360608	9606.ENSP00000477455	0	0	0	0.690	0.262	0.997	0.900	0.988	0.999
GRIN2A	NLGN2	9606.ENSP00000332549	9606.ENSP00000305288	0	0	0	0	0.077	0	0	0.502	0.521
GRIN2A	NLGN1	9606.ENSP00000332549	9606.ENSP00000392500	0	0	0	0	0.126	0	0	0.511	0.554
GRIN2A	GRIN2B	9606.ENSP00000332549	9606.ENSP00000477455	0	0	0	0.943	0.204	0.910	0.900	0.983	0.999
GRIN2B	NLGN2	9606.ENSP00000477455	9606.ENSP00000305288	0	0	0	0	0.067	0	0	0.482	0.496
GRIN2B	NLGN1	9606.ENSP00000477455	9606.ENSP00000392500	0	0	0	0	0.129	0	0	0.730	0.755
NLGN1	NLGN2	9606.ENSP00000392500	9606.ENSP00000305288	0	0	0.058	0.965	0.084	0	0.500	0.395	0.704
